,Unnamed: 0,Zone,Year,PRECIP,TMPMAX,TMPMIN,RELHUM,WINDLY,SUNHRS,Irrg_Yes,Irrg_No,Seed_Improved,Seed_Not_Improved,Damage_Yes,Damage_No,Dreason_Crop_disease,Dreason_Frost,Dreason_Floods,Dreason_Locust,Dreason_Insects,Dreason_Toolittle_rain,Dreason_Toomuch_rain,Dreason_Wild_animals,Dreason_Birds,Dreason_Hail,Dreason_Weeds,Dreason_ShortageSeed,Dreason_DepletionSoil,Dreason_Security,Dreason_UseBadCrop,Dmeasure_Yes,Dmeasure_No,Dmtype_Chemical,Dmtype_NonChemical,Dmtype_Both,Dmchem_Insecticide,Dmchem_Herbicide,Dmchem_Fungicide,Dmchem_Insectcide_Her,Dmchem_Insectcide_Fun,Dmchem_Herbicide_Fung,Dmchem_All,Fert_Yes,Fert_No,Ferttype_Natural,Ferttype_Chemical,Ferttype_Both,D22a_Urea,D22a_DAP,D22a_Urea_DAP,D22a_NPS,D22a_Urea_NPS,D22a_Mixed,D23_Manure,D23_Compost,D23_Organic,D23_Manure_Compost,D23_Manure_Organic,D23_Compost_Organic,D23_All,Fweight,Area,Production,Crop,CropLabel
36,36,1,2006,101.4022623,29.01529654,18.63090629,53.60738582,1.964600751,14.59931436,0.0,38.0,1.0,38.0,16.0,23.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,33.0,6.0,1.0,28.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,26.0,13.0,17.0,6.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,10987.909999999998,369.0,3913.03,1,1.0
37,37,2,2006,71.93954663,32.21692458,26.75039097,45.49515497,1.964600751,34.86208168,6.0,696.0,3.0,699.0,187.0,515.0,18.0,11.0,3.0,0.0,17.0,36.0,10.0,8.0,1.0,25.0,25.0,0.0,22.0,0.0,0.0,670.0,31.0,15.0,529.0,126.0,10.0,74.0,7.0,55.0,1.0,0.0,0.0,588.0,114.0,162.0,280.0,146.0,56.0,37.0,322.0,0.0,0.0,0.0,174.0,34.0,0.0,94.0,1.0,0.0,0.0,256623.36,20533.63,314275.68,1,2.0
38,38,3,2006,50.25608211,24.64826606,6.501394202,56.97691477,4.373143244,13.33047793,4.0,1134.0,2.0,1134.0,650.0,488.0,2.0,86.0,2.0,0.0,5.0,439.0,25.0,2.0,0.0,36.0,10.0,0.0,36.0,0.0,0.0,1016.0,121.0,7.0,939.0,70.0,1.0,76.0,0.0,4.0,0.0,0.0,0.0,1021.0,118.0,138.0,495.0,386.0,57.0,216.0,586.0,0.0,0.0,0.0,246.0,65.0,0.0,206.0,0.0,0.0,0.0,357299.6,27818.75,414601.55,1,2.0
39,39,4,2006,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,9.0,52.0,0.0,61.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,24.0,13.0,21.0,0.0,2.0,32.0,0.0,0.0,0.0,35.0,0.0,2.0,2.0,3.0,3.0,0.0,11523.859999999995,2414.8814285714284,24166.85,1,1.0
40,40,1,2007,91.27184559,28.03589744,17.13901449,57.66094193,3.617143842,8.67378227,0.0,29.0,0.0,29.0,21.0,8.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,27.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,5.0,10.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,8192.92,384.33,5576.8,1,2.0
41,41,2,2007,53.41741515,34.26575209,27.07739118,45.49515497,3.617143842,34.86208168,3.0,844.0,0.0,847.0,347.0,498.0,24.0,0.0,5.0,0.0,45.0,8.0,109.0,1.0,1.0,123.0,7.0,1.0,20.0,0.0,0.0,836.0,9.0,25.0,672.0,139.0,38.0,103.0,9.0,8.0,0.0,5.0,0.0,657.0,190.0,138.0,392.0,127.0,61.0,34.0,424.0,0.0,0.0,0.0,159.0,21.0,0.0,84.0,0.0,0.0,1.0,282109.71,18807.39,303450.61,1,2.0
42,42,3,2007,39.08455944,30.29272191,16.53046544,53.52760646,7.850885856,17.02490391,3.0,1307.0,1.0,1309.0,502.0,808.0,14.0,8.0,9.0,0.0,1.0,177.0,42.0,16.0,2.0,155.0,26.0,0.0,19.0,0.0,0.0,1305.0,5.0,17.0,1238.0,50.0,0.0,68.0,0.0,2.0,0.0,0.0,0.0,1214.0,96.0,264.0,509.0,441.0,65.0,248.0,638.0,0.0,0.0,0.0,294.0,232.0,1.0,177.0,0.0,0.0,1.0,346147.39,28675.85,437332.04,1,2.0
43,43,4,2007,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,1.0,83.0,0.0,84.0,21.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,84.0,0.0,2.0,81.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,30.0,16.0,33.0,5.0,0.0,1.0,37.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12503.78,8987.0,2953.16,1,4.0
44,44,1,2009,56.29229523,36.42947471,31.29339104,54.25451921,23.64829411,25.68274416,0.0,25.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,22.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,3.0,13.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7570.419999999999,443.49,7361.87,1,2.0
45,45,2,2009,57.64754224,29.80279608,19.99655074,45.49515497,23.64829411,34.86208168,3.0,659.0,0.0,662.0,238.0,424.0,15.0,0.0,5.0,0.0,33.0,8.0,99.0,3.0,1.0,42.0,8.0,0.0,15.0,1.0,2.0,662.0,0.0,5.0,555.0,102.0,42.0,25.0,6.0,28.0,1.0,1.0,4.0,542.0,120.0,108.0,310.0,124.0,43.0,28.0,286.0,1.0,76.0,0.0,110.0,59.0,0.0,62.0,0.0,0.0,0.0,232403.18,20597.34,332291.79,1,2.0
46,46,3,2009,56.16830082,29.99954021,20.02959143,53.07998471,28.80958168,17.38556837,1.0,1204.0,2.0,1203.0,470.0,735.0,13.0,2.0,4.0,0.0,15.0,83.0,90.0,20.0,1.0,82.0,49.0,4.0,25.0,0.0,4.0,1191.0,14.0,22.0,1119.0,50.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,1124.0,81.0,160.0,545.0,419.0,43.0,107.0,789.0,25.0,0.0,0.0,271.0,192.0,0.0,116.0,0.0,0.0,0.0,331913.17,27075.04,468759.38,1,2.0
47,47,4,2009,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,1.0,108.0,0.0,109.0,5.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107.0,2.0,0.0,106.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,19.0,48.0,33.0,9.0,1.0,0.0,41.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,9883.009999999997,2801.43,72978.43,1,4.0
48,48,1,2010,47.70450992,39.04938172,31.48079198,49.51288775,26.98577734,30.00265117,0.0,12.0,0.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6350.62,463.6366666666667,4374.551,1,1.0
49,49,2,2010,57.64754224,29.80279608,19.99655074,45.49515497,26.98577734,34.86208168,1.0,327.0,0.0,328.0,158.0,170.0,6.0,0.0,0.0,0.0,34.0,56.0,8.0,9.0,0.0,6.0,2.0,1.0,35.0,0.0,0.0,328.0,0.0,10.0,248.0,70.0,18.0,10.0,9.0,20.0,0.0,24.0,0.0,272.0,56.0,71.0,156.0,45.0,30.0,18.0,32.0,3.0,118.0,0.0,51.0,21.0,0.0,44.0,0.0,0.0,0.0,181662.76,8680.02,156303.11,1,2.0
50,50,3,2010,47.93415464,31.14231711,21.38775294,51.38629514,38.78790337,29.48359003,1.0,732.0,2.0,731.0,384.0,349.0,2.0,0.0,9.0,0.0,1.0,295.0,12.0,14.0,3.0,12.0,12.0,0.0,8.0,0.0,0.0,724.0,9.0,2.0,701.0,21.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,666.0,67.0,142.0,282.0,242.0,8.0,84.0,215.0,70.0,147.0,0.0,189.0,142.0,0.0,50.0,0.0,0.0,0.0,338492.04,25200.24,437508.96,1,2.0
51,51,4,2010,56.90793316,39.62424043,28.19158739,50.92037727,10.64546436,22.12706224,0.0,91.0,3.0,88.0,9.0,82.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,0.0,0.0,81.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,68.0,23.0,27.0,25.0,16.0,0.0,1.0,40.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,44956.41999999999,2414.8814285714284,24166.85,1,1.0
52,0,1,1997,69.26997824,29.65686453,14.33653846,52.59224505,1.698717949,12.35916951,0.0,72.0,0.0,72.0,22.0,48.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,71.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,16.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,10983.27,21084.0,296878.0,2,1.0
53,1,2,1997,57.64754224,29.80279608,19.99655074,45.49515497,1.698717949,34.86208168,14.0,1449.0,6.0,1457.0,880.0,582.0,31.0,7.0,10.0,37.0,223.0,343.0,37.0,8.0,60.0,79.0,9.0,0.0,21.0,0.0,15.0,1430.0,32.0,42.0,1303.0,85.0,20.0,14.0,0.0,4.0,0.0,0.0,0.0,1103.0,360.0,648.0,246.0,196.0,18.0,12.0,408.0,0.0,0.0,0.0,570.0,81.0,0.0,177.0,0.0,0.0,0.0,305751.82,18023.0,213105.0,2,1.0
54,2,3,1997,34.9477959,24.86365067,9.024471125,57.55178747,7.858578164,12.40094077,25.0,2474.0,27.0,2472.0,2129.0,370.0,3.0,3.0,4.0,2.0,764.0,1259.0,14.0,12.0,11.0,29.0,6.0,0.0,9.0,0.0,13.0,2465.0,34.0,7.0,2447.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1809.0,690.0,1110.0,401.0,297.0,58.0,128.0,510.0,0.0,0.0,0.0,978.0,255.0,0.0,156.0,0.0,0.0,0.0,348274.08,3069.0,25440.0,2,0.0
55,3,4,1997,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,0.0,74.0,0.0,74.0,1.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,22.0,43.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,29.0,10.0,0.0,4.0,0.0,0.0,0.0,6040.310000000001,3128.0,45220.0,2,1.0
56,4,1,1998,78.73717949,27.80512821,18.10798051,52.59224505,1.575641026,11.39763843,2.0,921.0,10.0,913.0,517.0,406.0,17.0,13.0,5.0,23.0,109.0,199.0,3.0,4.0,12.0,88.0,14.0,0.0,12.0,0.0,18.0,914.0,9.0,1.0,912.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,75.0,701.0,57.0,90.0,9.0,18.0,119.0,0.0,0.0,0.0,720.0,3.0,0.0,35.0,3.0,0.0,14.0,141910.33999999994,17063.93,320066.85,2,2.0
57,5,2,1998,59.07769796,28.74866678,17.89142451,45.49515497,1.575641026,34.86208168,10.0,957.0,10.0,957.0,744.0,223.0,19.0,8.0,4.0,23.0,188.0,311.0,29.0,14.0,40.0,68.0,15.0,0.0,19.0,0.0,6.0,957.0,10.0,5.0,936.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,893.0,74.0,743.0,31.0,119.0,15.0,5.0,127.0,0.0,0.0,0.0,627.0,53.0,0.0,173.0,0.0,0.0,0.0,213018.82,14939.73,252288.45,2,1.0
58,6,3,1998,51.00164205,24.93288144,9.278317279,59.7825567,1.838529551,8.503524985,18.0,371.0,5.0,384.0,357.0,32.0,2.0,2.0,1.0,1.0,144.0,197.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,383.0,6.0,2.0,380.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,95.0,257.0,13.0,24.0,5.0,7.0,24.0,0.0,0.0,0.0,212.0,60.0,0.0,9.0,0.0,0.0,0.0,51273.83,5524.27,89033.16,2,1.0
59,7,4,1998,60.20630923,38.87872444,26.82466978,47.74326823,10.64546436,18.27193189,2.0,589.0,8.0,550.0,199.0,360.0,7.0,0.0,1.0,10.0,14.0,21.0,5.0,25.0,4.0,42.0,33.0,0.0,22.0,0.0,17.0,556.0,35.0,1.0,555.0,0.0,26.0,5.0,1.0,0.0,0.0,0.0,0.0,394.0,164.0,392.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,320.0,10.0,0.0,62.0,0.0,0.0,0.0,46239.28,2933.24,42850.18,2,1.0
60,8,1,1999,86.54487179,28.41279966,14.09807692,52.59224505,1.491025641,8.558397654,1.0,817.0,1.0,817.0,434.0,383.0,54.0,1.0,2.0,0.0,68.0,17.0,24.0,10.0,0.0,53.0,65.0,1.0,41.0,0.0,98.0,798.0,18.0,6.0,778.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,711.0,107.0,584.0,58.0,69.0,4.0,19.0,101.0,0.0,0.0,0.0,564.0,7.0,0.0,62.0,0.0,0.0,0.0,162554.55000000002,21975.11,458765.12,2,2.0
61,9,2,1999,75.27686533,31.17342332,24.61909676,45.49515497,1.491025641,34.86208168,25.0,944.0,4.0,965.0,647.0,321.0,122.0,8.0,2.0,0.0,157.0,95.0,27.0,11.0,0.0,104.0,29.0,2.0,18.0,0.0,72.0,960.0,8.0,12.0,902.0,46.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,842.0,127.0,715.0,47.0,80.0,9.0,3.0,115.0,0.0,0.0,0.0,499.0,66.0,0.0,197.0,1.0,0.0,0.0,252782.12,17438.57,243984.66,2,1.0
62,10,3,1999,53.94010359,24.80980452,12.81265372,60.32101824,1.769298782,8.411217293,20.0,505.0,3.0,522.0,338.0,187.0,12.0,1.0,2.0,0.0,50.0,139.0,26.0,5.0,1.0,32.0,16.0,1.0,22.0,0.0,31.0,497.0,28.0,2.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,198.0,266.0,33.0,27.0,17.0,9.0,33.0,0.0,0.0,0.0,253.0,15.0,0.0,21.0,0.0,0.0,0.0,105679.94,5295.57,79475.04,2,1.0
63,11,4,1999,60.30697397,38.89251201,26.6906282,47.74326823,17.25928086,22.56899437,4.0,683.0,2.0,685.0,248.0,437.0,28.0,1.0,2.0,0.0,24.0,6.0,13.0,43.0,3.0,16.0,28.0,2.0,13.0,0.0,69.0,677.0,7.0,2.0,670.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,347.0,335.0,345.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,1.0,1.0,11.0,0.0,0.0,0.0,59427.87000000001,3853.57,64213.59,2,1.0
64,12,1,2000,79.61410256,27.47435897,14.375,52.59224505,1.3525641030000002,8.443013039,1.0,696.0,3.0,692.0,403.0,292.0,61.0,6.0,2.0,0.0,138.0,14.0,71.0,4.0,6.0,11.0,41.0,2.0,31.0,0.0,16.0,681.0,4.0,42.0,638.0,1.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,590.0,107.0,448.0,79.0,62.0,4.0,21.0,104.0,0.0,0.0,0.0,403.0,5.0,1.0,89.0,0.0,0.0,0.0,185769.78000000003,25824.88,396002.83,2,1.0
65,13,2,2000,70.72199416,26.7155997,12.88435006,45.49515497,1.3525641030000002,34.86208168,10.0,867.0,2.0,874.0,627.0,250.0,129.0,7.0,23.0,2.0,162.0,85.0,73.0,5.0,0.0,46.0,20.0,0.0,42.0,0.0,33.0,872.0,5.0,56.0,816.0,0.0,44.0,8.0,0.0,3.0,0.0,0.0,0.0,793.0,83.0,593.0,69.0,132.0,25.0,5.0,170.0,0.0,0.0,0.0,464.0,20.0,0.0,240.0,3.0,0.0,0.0,302756.61,20280.73,296976.83,2,1.0
66,14,3,2000,77.15548821,24.91749683,9.532163433,64.16717209,1.661606474,8.280448062,10.0,187.0,5.0,192.0,101.0,96.0,12.0,1.0,2.0,0.0,14.0,19.0,42.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,196.0,0.0,2.0,194.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,38.0,134.0,20.0,6.0,6.0,5.0,14.0,0.0,0.0,0.0,95.0,25.0,0.0,19.0,0.0,0.0,0.0,51142.77,2356.95,33169.4,2,1.0
67,15,4,2000,45.67453166,42.45323407,36.45002894,47.74326823,29.04733488,35.66723149,3.0,388.0,0.0,391.0,221.0,170.0,36.0,4.0,3.0,0.0,11.0,1.0,56.0,14.0,0.0,7.0,44.0,1.0,23.0,0.0,21.0,381.0,10.0,10.0,370.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,249.0,141.0,250.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,217.0,8.0,0.0,15.0,0.0,0.0,0.0,60058.83,4240.03,61415.21,2,1.0
68,16,1,2001,71.11410256,29.74665968,14.49038462,52.59224505,1.391025641,8.57378227,2.0,787.0,13.0,774.0,320.0,467.0,6.0,4.0,0.0,0.0,38.0,105.0,0.0,2.0,0.0,115.0,23.0,1.0,16.0,0.0,10.0,785.0,4.0,36.0,749.0,0.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,685.0,104.0,511.0,68.0,110.0,12.0,25.0,139.0,0.0,0.0,0.0,486.0,12.0,5.0,87.0,0.0,0.0,0.0,208596.19,24883.578461538462,574418.8723076923,2,2.0
69,17,2,2001,37.59379966,26.80790739,13.01511929,45.49515497,1.391025641,34.86208168,12.0,817.0,4.0,822.0,503.0,326.0,75.0,9.0,0.0,0.0,35.0,183.0,0.0,1.0,0.0,114.0,18.0,0.0,13.0,0.0,55.0,818.0,10.0,37.0,781.0,0.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,745.0,84.0,573.0,39.0,131.0,21.0,2.0,144.0,0.0,0.0,0.0,483.0,48.0,0.0,165.0,1.0,0.0,4.0,299597.69999999995,20346.684615384613,391334.7130769231,2,2.0
70,18,3,2001,38.20164205,25.1867276,9.847548048,55.16717209,1.746221859,12.15984717,10.0,247.0,15.0,242.0,225.0,31.0,1.0,0.0,0.0,0.0,13.0,200.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,248.0,7.0,2.0,245.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,218.0,39.0,208.0,6.0,5.0,4.0,1.0,6.0,0.0,0.0,0.0,169.0,20.0,0.0,24.0,0.0,0.0,0.0,70553.44,3591.6938461538466,64019.21538461539,2,1.0
71,19,4,2001,61.17734516,38.60939644,22.52926824,47.74326823,2.734266489,10.14399476,2.0,408.0,0.0,409.0,165.0,244.0,8.0,0.0,1.0,0.0,8.0,6.0,10.0,40.0,1.0,17.0,33.0,1.0,7.0,0.0,33.0,401.0,6.0,4.0,393.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,277.0,133.0,275.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,239.0,10.0,0.0,19.0,0.0,0.0,0.0,54577.78,4629.510769230769,125805.39076923074,2,3.0
72,20,1,2002,88.98333333,28.48974359,15.23653846,52.59224505,1.321794872,8.127628424,5.0,684.0,20.0,669.0,559.0,130.0,5.0,0.0,1.0,0.0,14.0,465.0,0.0,0.0,0.0,59.0,6.0,1.0,2.0,0.0,6.0,669.0,20.0,39.0,630.0,0.0,6.0,30.0,1.0,5.0,1.0,0.0,0.0,628.0,61.0,431.0,45.0,153.0,17.0,49.0,126.0,0.0,0.0,0.0,440.0,18.0,0.0,118.0,0.0,0.0,0.0,213141.67,24883.578461538462,574418.8723076923,2,2.0
73,21,2,2002,62.26137927,27.36175354,12.73819621,45.49515497,1.321794872,34.86208168,9.0,652.0,1.0,660.0,563.0,98.0,4.0,1.0,0.0,0.0,6.0,540.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,660.0,1.0,35.0,625.0,0.0,28.0,5.0,1.0,0.0,0.0,1.0,0.0,624.0,37.0,463.0,41.0,121.0,16.0,2.0,143.0,0.0,0.0,0.0,353.0,61.0,0.0,171.0,0.0,1.0,0.0,260737.92,20346.684615384613,391334.7130769231,2,2.0
74,22,3,2002,30.90164205,25.20211221,9.116778818,57.4748644,1.646221859,9.582600786,10.0,83.0,1.0,92.0,71.0,22.0,1.0,0.0,1.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,2.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,14.0,69.0,4.0,6.0,2.0,3.0,5.0,0.0,0.0,0.0,53.0,12.0,0.0,11.0,0.0,0.0,0.0,27688.62000000001,3591.6938461538466,64019.21538461539,2,1.0
75,23,4,2002,44.47500364,40.48777343,25.81533753,47.74326823,7.466489628,20.20643456,1.0,348.0,0.0,349.0,213.0,135.0,1.0,8.0,2.0,0.0,3.0,146.0,0.0,14.0,0.0,0.0,20.0,0.0,7.0,0.0,12.0,345.0,4.0,7.0,338.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,238.0,111.0,234.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,219.0,8.0,0.0,8.0,1.0,0.0,0.0,60852.93000000001,4629.510769230769,125805.39076923074,2,3.0
76,24,1,2003,85.29102564,27.80512821,14.49038462,49.2185718,1.221794872,7.589166885,6.0,694.0,14.0,686.0,175.0,525.0,35.0,6.0,3.0,0.0,67.0,0.0,6.0,0.0,0.0,4.0,6.0,1.0,6.0,1.0,40.0,698.0,2.0,3.0,649.0,46.0,19.0,6.0,4.0,8.0,17.0,0.0,3.0,636.0,64.0,442.0,84.0,110.0,7.0,36.0,154.0,0.0,0.0,0.0,447.0,25.0,0.0,92.0,0.0,1.0,3.0,195703.51,23956.81,621102.07,2,3.0
77,25,2,2003,54.8959095,26.60790739,12.90742698,45.49515497,1.221794872,34.86208168,13.0,689.0,3.0,699.0,200.0,502.0,30.0,1.0,2.0,0.0,42.0,47.0,16.0,1.0,0.0,31.0,9.0,0.0,5.0,0.0,16.0,699.0,3.0,2.0,639.0,59.0,46.0,8.0,1.0,1.0,4.0,0.0,0.0,640.0,62.0,359.0,87.0,194.0,28.0,47.0,208.0,0.0,0.0,0.0,359.0,83.0,0.0,129.0,0.0,0.0,0.0,262144.11,21672.95,493268.42,2,2.0
78,26,3,2003,46.00891847,24.84057375,9.070624972000001,54.72399155,1.661606474,9.110720012,17.0,247.0,4.0,260.0,109.0,155.0,0.0,2.0,1.0,0.0,5.0,55.0,25.0,0.0,0.0,5.0,1.0,1.0,11.0,0.0,3.0,253.0,11.0,2.0,250.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,195.0,69.0,119.0,40.0,36.0,18.0,19.0,39.0,0.0,0.0,0.0,111.0,20.0,1.0,26.0,0.0,0.0,0.0,84031.87,3783.43,77976.61,2,2.0
79,27,4,2003,94.40349202,37.20477407,26.21695356,46.15471371,10.72195181,14.56244931,1.0,378.0,0.0,379.0,91.0,288.0,3.0,0.0,0.0,0.0,10.0,1.0,22.0,13.0,0.0,2.0,10.0,0.0,9.0,0.0,21.0,376.0,3.0,3.0,362.0,12.0,2.0,15.0,2.0,1.0,0.0,0.0,0.0,256.0,123.0,243.0,4.0,9.0,1.0,4.0,8.0,0.0,0.0,0.0,178.0,12.0,1.0,69.0,0.0,0.0,0.0,70105.17,4843.14,119943.63,2,2.0
80,28,1,2004,80.33717949,27.95128205,14.49038462,50.32847597,1.106410256,8.266089962,1.0,739.0,6.0,734.0,416.0,324.0,59.0,10.0,20.0,0.0,45.0,102.0,4.0,9.0,2.0,40.0,20.0,2.0,10.0,0.0,91.0,737.0,3.0,4.0,572.0,43.0,11.0,16.0,18.0,6.0,0.0,2.0,0.0,658.0,81.0,455.0,87.0,115.0,14.0,41.0,149.0,0.0,0.0,0.0,459.0,22.0,1.0,55.0,0.0,1.0,31.0,238491.44,25937.44,750048.0,2,3.0
81,29,2,2004,61.65498981,30.99764308,21.4202396,45.49515497,1.106410256,34.86208168,17.0,759.0,5.0,770.0,392.0,383.0,25.0,9.0,45.0,0.0,155.0,40.0,1.0,2.0,0.0,80.0,2.0,1.0,17.0,0.0,11.0,660.0,116.0,4.0,605.0,31.0,36.0,5.0,5.0,3.0,1.0,1.0,0.0,709.0,67.0,369.0,128.0,211.0,47.0,39.0,252.0,0.0,0.0,0.0,374.0,56.0,3.0,106.0,0.0,0.0,38.0,295306.67000000004,22277.11,427202.33,2,2.0
82,30,3,2004,49.80933436,24.90980452,7.770624972,44.93640286,1.700068013,7.757371139,5.0,270.0,1.0,273.0,100.0,175.0,3.0,5.0,0.0,2.0,15.0,49.0,0.0,3.0,0.0,12.0,1.0,0.0,4.0,0.0,2.0,235.0,40.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,32.0,129.0,47.0,67.0,54.0,26.0,34.0,0.0,0.0,0.0,84.0,70.0,4.0,37.0,0.0,0.0,4.0,74564.37000000001,3638.58,72193.87,2,2.0
83,31,4,2004,43.11785708,39.47298528,24.015934,47.17295397,6.474778405,12.65373745,8.0,389.0,5.0,394.0,97.0,302.0,8.0,6.0,6.0,0.0,11.0,17.0,4.0,8.0,6.0,7.0,9.0,3.0,5.0,0.0,7.0,395.0,3.0,1.0,305.0,8.0,2.0,10.0,1.0,2.0,0.0,0.0,0.0,307.0,90.0,273.0,14.0,13.0,6.0,2.0,18.0,0.0,0.0,0.0,250.0,5.0,0.0,24.0,0.0,1.0,5.0,79928.77000000003,5481.82,171789.04,2,3.0
84,32,1,2005,105.1910256,27.94358974,14.21346154,52.27291523,1.052564103,9.768242686,2.0,696.0,12.0,686.0,359.0,337.0,42.0,1.0,3.0,1.0,86.0,34.0,48.0,3.0,0.0,71.0,14.0,6.0,8.0,0.0,42.0,694.0,4.0,10.0,640.0,44.0,17.0,18.0,14.0,0.0,2.0,0.0,0.0,645.0,53.0,411.0,95.0,139.0,15.0,42.0,174.0,0.0,0.0,0.0,444.0,10.0,0.0,63.0,1.0,0.0,0.0,224685.95,29862.75,836022.4,2,3.0
